,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
47298,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,,Android; JavaScript; LAMP; PHP; Python; SQL; SQL Server,Android; AngularJS; JavaScript; Node.js; PHP; Python; SQL,No,7.0,Employed full-time,Consumer Products,100-499 employees,5-9 people,0,Never,I'm somewhat satisfied with my job,Facebook,Atom; Notepad++; Vim; Android Studio; IntelliJ; PhpStorm; PyCharm,A couple times a week,1-2 hours per week,Dogs,Windows 10,I don't know,I don't have an account,Once a day,I want to be a better developer,"Mentorship program (e.g. Flatiron School, GDI, etc.); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Company reputation; Flexible work hours,Writing my CV and keeping it updated,20%,Show me more live code; Introduce me to the team; interview_coffee,Star Trek,Agree somewhat,Agree completely,Agree somewhat,Neutral,Agree completely,Disagree completely,Neutral,Neutral,Neutral,Disagree completely,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,Poor scheduling; Poor documentation; Interacting with non-technical people,To get help for my job; To receive help on my personal projects; Beacause I love to learn
47301,Facebook,Romania,Eastern Europe,Eastern Europe,35-39,37.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,,PHP; SQL,MongoDB; Node.js; ReactJS,No,7.0,Employed full-time,Retail,"1,000-4,999 employees",10-14 people,0,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Notepad++; Vim; PhpStorm,A couple times a week,1-2 hours per week,Other (please specify),Windows 8,I don't know,I don't have an account,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Company size; Company stage; Company financials; Work/life balance; Company reputation; Flexible work hours,Finding an open job that I'm qualified for,60%,Prepare me for who I will be speaking with,Star Wars,Agree completely,Neutral,Agree completely,Neutral,Disagree somewhat,Disagree completely,Neutral,Neutral,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Poor documentation,To get help for my job
47302,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Engineer,Back-end web developer,Back-end web developer,Less than 1 year,0.5,"Less than $10,000",5000.0,,C++; PHP,C++; Python,No,7.0,Employed part-time,Retail,100-499 employees,15-20 people,0,Never,I love my job,I knew I wanted to work here. I sought out the opportunity directly,PhpStorm,A couple times a week,5-10 hours per week,Dogs,Windows 10,Yes,I'm not sure,Multiple times a day,To keep my skills up to date,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Opportunity for advancement; Job title; Company reputation; Flexible work hours,Writing my CV and keeping it updated,20%,Prepare me for who I will be speaking with,,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree completely,Agree somewhat,Agree somewhat,Neutral,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,Poor scheduling; Poor documentation; Non-technical management,To get help for my job; Beacause I love to learn
47303,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Engineer; Programmer,Full-stack web developer,Full-stack web developer,1 - 2 years,1.5,"Less than $10,000",5000.0,,JavaScript; PHP; SQL,AngularJS; JavaScript; Node.js; PHP; Redis; SQL,Yes,7.0,Employed part-time,Other (please specify),"1,000-4,999 employees",5-9 people,1,I rarely work remotely,I'm somewhat satisfied with my job,Facebook,Notepad++; Vim; PhpStorm,Multiple times a day,5-10 hours per week,Cats,Windows 10,Yes,2 - 100,Once a month,To pursue career goals,On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Company financials; Work/life balance; Opportunity for advancement,Finding time to search for a job,70%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),Star Wars,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Neutral,Agree completely,Disagree completely,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Poor scheduling; Poor documentation; Outdated technologies,To get help for my job; To give help to others
47304,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47305,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,,,,C#; PHP; SQL,AngularJS; C#; PHP; Python,No,6.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,3,Never,I'm neither satisfied nor dissatisfied,A friend referred me,Notepad++; PhpStorm; Visual Studio,A couple times a week,10-20 hours per week,Dogs,Windows 8,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Industry; Work/life balance; Office location; Remote working option,The interview process,10%,Offer remote interviews (e.g. via video conference); Fewer brainteasers,Star Trek,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Disagree completely,Neutral,Agree somewhat,,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Non-technical management; Changing requirements,To get help for my job; To receive help on my personal projects
47306,Facebook,Romania,Eastern Europe,Eastern Europe,30-34,32.0,Male,Developer; Programmer; Sr. Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,,MongoDB; PHP; SQL,Android; PHP; Python,Other (please specify),7.0,Employed full-time,Retail,"1,000-4,999 employees",10-14 people,0,I rarely work remotely,I'm neither satisfied nor dissatisfied,Contacted by company (in-house recruiter),Notepad++; Vim; PhpStorm,Multiple times a day,1-2 hours per week,Dogs,Windows 8,Yes,I'm not sure,Multiple times a day,I learn new technology when my job requires it,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),I am not interested in new job opportunities,Salary; Company stage; Work/life balance; Quality of colleagues; Company culture,Taking time off work to interview,40%,Show me more live code; Be more flexible about interview scheduling; Fewer brainteasers,,Neutral,Agree somewhat,Agree completely,Neutral,Disagree somewhat,Neutral,Neutral,Disagree somewhat,Neutral,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Poor scheduling; Unrealistic expectations; Poor documentation; Corporate policies; Interacting with non-technical people; Interacting with stupid people; Changing requirements,To get help for my job; Because I can't do my job without it
47308,Facebook,Romania,Eastern Europe,Eastern Europe,25-29,27.0,Male,Developer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$10,000 - $20,000",15000.0,,iOS; Java; JavaScript; Objective-C; PHP; SQL,Android; Arduino / Raspberry Pi; AngularJS; MongoDB; Node.js; Ruby; Swift,No,8.0,Employed full-time,Retail,500-999 employees,5-9 people,1,Never,I'm somewhat dissatisfied with my job,Facebook,Sublime; PhpStorm,Multiple times a day,1-2 hours per week,Cats,Mac OS X,Yes,1,Multiple times a day,I'm curious,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field)",I am actively looking for a new job,Salary; Opportunity for advancement; Office location; Remote working option; Flexible work hours,The interview process,90%,Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Trek,Neutral,Agree completely,Agree somewhat,Neutral,Disagree completely,Disagree completely,Disagree somewhat,Agree somewhat,Agree completely,Disagree somewhat,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,This is very important,I don't care about this,Fragile code base; Outdated technologies; Interacting with stupid people; Changing requirements; Unspecific requirements; Limited resources,To get help for my job; Because I can't do my job without it
47312,Facebook,Romania,Eastern Europe,Eastern Europe,35-39,37.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,,,,JavaScript; PHP; SQL,AngularJS; Cassandra; PHP; SQL,No,7.0,Employed full-time,Retail,"1,000-4,999 employees",5-9 people,0,Never,I'm somewhat satisfied with my job,Contacted by external recruiter,Notepad++; Vim; PhpStorm,Once a day,1-2 hours per week,Other (please specify),Ubuntu,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47314,Facebook,Romania,Eastern Europe,Eastern Europe,20-24,22.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,,AngularJS; JavaScript; LAMP; PHP; SQL; SQL Server,JavaScript; LAMP; MongoDB; Node.js; PHP; SQL; SQL Server,Yes,7.0,Employed full-time,Other (please specify),"1,000-4,999 employees",5-9 people,5,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Notepad++; Sublime; Vim; PhpStorm,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Yes,I don't have an account,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Tech stack; Work/life balance; Quality of colleagues,Taking time off work to interview,50%,Be more flexible about interview scheduling; Introduce me to the team; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Neutral,Neutral,Agree completely,Agree somewhat,Agree somewhat,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor team dynamics; Fragile code base; Changing requirements,To get help for my job; To give help to others; Beacause I love to learn
